,Class
8207,SIRA
8208,SIRA
8209,SIRA
8210,SIRA
8211,SIRA
8212,SIRA
8213,SIRA
8214,SIRA
8215,SIRA
8216,SIRA
8217,SIRA
8218,SIRA
8219,SIRA
8220,SIRA
8221,SIRA
8222,SIRA
8223,SIRA
8224,SIRA
8225,SIRA
8226,SIRA
8227,SIRA
8228,SIRA
8229,SIRA
8230,SIRA
8231,SIRA
8232,SIRA
8233,SIRA
8234,SIRA
8235,SIRA
8236,SIRA
8237,SIRA
8238,SIRA
8239,SIRA
8240,SIRA
8241,SIRA
8242,SIRA
8243,SIRA
8244,SIRA
8245,SIRA
8246,SIRA
8247,SIRA
8248,SIRA
8249,SIRA
8250,SIRA
8251,SIRA
8252,SIRA
8253,SIRA
8254,SIRA
8255,SIRA
8256,SIRA
8257,SIRA
8258,SIRA
8259,SIRA
8260,SIRA
8261,SIRA
8262,SIRA
8263,SIRA
8264,SIRA
8265,SIRA
8266,SIRA
8267,SIRA
8268,SIRA
8269,SIRA
8270,SIRA
8271,SIRA
8272,SIRA
8273,SIRA
8274,SIRA
8275,SIRA
8276,SIRA
8277,SIRA
8278,SIRA
8279,SIRA
8280,SIRA
8281,SIRA
8282,SIRA
8283,SIRA
8284,SIRA
8285,SIRA
8286,SIRA
8287,SIRA
8288,SIRA
8289,SIRA
8290,SIRA
8291,SIRA
8292,SIRA
8293,SIRA
8294,SIRA
8295,SIRA
8296,SIRA
8297,SIRA
8298,SIRA
8299,SIRA
8300,SIRA
8301,SIRA
8302,SIRA
8303,SIRA
8304,SIRA
8305,SIRA
8306,SIRA
8307,SIRA
8308,SIRA
8309,SIRA
8310,SIRA
8311,SIRA
8312,SIRA
8313,SIRA
8314,SIRA
8315,SIRA
8316,SIRA
8317,SIRA
8318,SIRA
8319,SIRA
8320,SIRA
8321,SIRA
8322,SIRA
8323,SIRA
8324,SIRA
8325,SIRA
8326,SIRA
8327,SIRA
8328,SIRA
8329,SIRA
8330,SIRA
8331,SIRA
8332,SIRA
8333,SIRA
8334,SIRA
8335,SIRA
8336,SIRA
8337,SIRA
8338,SIRA
8339,SIRA
8340,SIRA
8341,SIRA
8342,SIRA
8343,SIRA
8344,SIRA
8345,SIRA
8346,SIRA
8347,SIRA
8348,SIRA
8349,SIRA
8350,SIRA
8351,SIRA
8352,SIRA
8353,SIRA
8354,SIRA
8355,SIRA
8356,SIRA
8357,SIRA
8358,SIRA
8359,SIRA
8360,SIRA
8361,SIRA
8362,SIRA
8363,SIRA
8364,SIRA
8365,SIRA
8366,SIRA
8367,SIRA
8368,SIRA
8369,SIRA
8370,SIRA
8371,SIRA
8372,SIRA
8373,SIRA
8374,SIRA
8375,SIRA
8376,SIRA
8377,SIRA
8378,SIRA
8379,SIRA
8380,SIRA
8381,SIRA
8382,SIRA
8383,SIRA
8384,SIRA
8385,SIRA
8386,SIRA
8387,SIRA
8388,SIRA
8389,SIRA
8390,SIRA
8391,SIRA
8392,SIRA
8393,SIRA
8394,SIRA
8395,SIRA
8396,SIRA
8397,SIRA
8398,SIRA
8399,SIRA
8400,SIRA
8401,SIRA
8402,SIRA
8403,SIRA
8404,SIRA
8405,SIRA
8406,SIRA
8407,SIRA
8408,SIRA
8409,SIRA
8410,SIRA
8411,SIRA
8412,SIRA
8413,SIRA
8414,SIRA
8415,SIRA
8416,SIRA
8417,SIRA
8418,SIRA
8419,SIRA
8420,SIRA
8421,SIRA
8422,SIRA
8423,SIRA
8424,SIRA
8425,SIRA
8426,SIRA
8427,SIRA
8428,SIRA
8429,SIRA
8430,SIRA
8431,SIRA
8432,SIRA
8433,SIRA
8434,SIRA
8435,SIRA
8436,SIRA
8437,SIRA
8438,SIRA
8439,SIRA
8440,SIRA
8441,SIRA
8442,SIRA
8443,SIRA
8444,SIRA
8445,SIRA
8446,SIRA
8447,SIRA
8448,SIRA
8449,SIRA
8450,SIRA
8451,SIRA
8452,SIRA
8453,SIRA
8454,SIRA
8455,SIRA
8456,SIRA
8457,SIRA
8458,SIRA
8459,SIRA
8460,SIRA
8461,SIRA
8462,SIRA
8463,SIRA
8464,SIRA
8465,SIRA
8466,SIRA
8467,SIRA
8468,SIRA
8469,SIRA
8470,SIRA
8471,SIRA
8472,SIRA
8473,SIRA
8474,SIRA
8475,SIRA
8476,SIRA
8477,SIRA
8478,SIRA
8479,SIRA
8480,SIRA
8481,SIRA
8482,SIRA
8483,SIRA
8484,SIRA
8485,SIRA
8486,SIRA
8487,SIRA
8488,SIRA
8489,SIRA
8490,SIRA
8491,SIRA
8492,SIRA
8493,SIRA
8494,SIRA
8495,SIRA
8496,SIRA
8497,SIRA
8498,SIRA
8499,SIRA
8500,SIRA
8501,SIRA
8502,SIRA
8503,SIRA
8504,SIRA
8505,SIRA
8506,SIRA
8507,SIRA
8508,SIRA
8509,SIRA
8510,SIRA
8511,SIRA
8512,SIRA
8513,SIRA
8514,SIRA
8515,SIRA
8516,SIRA
8517,SIRA
8518,SIRA
8519,SIRA
8520,SIRA
8521,SIRA
8522,SIRA
8523,SIRA
8524,SIRA
8525,SIRA
8526,SIRA
8527,SIRA
8528,SIRA
8529,SIRA
8530,SIRA
8531,SIRA
8532,SIRA
8533,SIRA
8534,SIRA
8535,SIRA
8536,SIRA
8537,SIRA
8538,SIRA
8539,SIRA
8540,SIRA
8541,SIRA
8542,SIRA
8543,SIRA
8544,SIRA
8545,SIRA
8546,SIRA
8547,SIRA
8548,SIRA
8549,SIRA
8550,SIRA
8551,SIRA
8552,SIRA
8553,SIRA
8554,SIRA
8555,SIRA
8556,SIRA
8557,SIRA
8558,SIRA
8559,SIRA
8560,SIRA
8561,SIRA
8562,SIRA
8563,SIRA
8564,SIRA
8565,SIRA
8566,SIRA
8567,SIRA
8568,SIRA
8569,SIRA
8570,SIRA
8571,SIRA
8572,SIRA
8573,SIRA
8574,SIRA
8575,SIRA
8576,SIRA
8577,SIRA
8578,SIRA
8579,SIRA
8580,SIRA
8581,SIRA
8582,SIRA
8583,SIRA
8584,SIRA
8585,SIRA
8586,SIRA
8587,SIRA
8588,SIRA
8589,SIRA
8590,SIRA
8591,SIRA
8592,SIRA
8593,SIRA
8594,SIRA
8595,SIRA
8596,SIRA
8597,SIRA
8598,SIRA
8599,SIRA
8600,SIRA
8601,SIRA
8602,SIRA
8603,SIRA
8604,SIRA
8605,SIRA
8606,SIRA
8607,SIRA
8608,SIRA
8609,SIRA
8610,SIRA
8611,SIRA
8612,SIRA
8613,SIRA
8614,SIRA
8615,SIRA
8616,SIRA
8617,SIRA
8618,SIRA
8619,SIRA
8620,SIRA
8621,SIRA
8622,SIRA
8623,SIRA
8624,SIRA
8625,SIRA
8626,SIRA
8627,SIRA
8628,SIRA
8629,SIRA
8630,SIRA
8631,SIRA
8632,SIRA
8633,SIRA
8634,SIRA
8635,SIRA
8636,SIRA
8637,SIRA
8638,SIRA
8639,SIRA
8640,SIRA
8641,SIRA
8642,SIRA
8643,SIRA
8644,SIRA
8645,SIRA
8646,SIRA
8647,SIRA
8648,SIRA
8649,SIRA
8650,SIRA
8651,SIRA
8652,SIRA
8653,SIRA
8654,SIRA
8655,SIRA
8656,SIRA
8657,SIRA
8658,SIRA
8659,SIRA
8660,SIRA
8661,SIRA
8662,SIRA
8663,SIRA
8664,SIRA
8665,SIRA
8666,SIRA
8667,SIRA
8668,SIRA
8669,SIRA
8670,SIRA
8671,SIRA
8672,SIRA
8673,SIRA
8674,SIRA
8675,SIRA
8676,SIRA
8677,SIRA
8678,SIRA
8679,SIRA
8680,SIRA
8681,SIRA
8682,SIRA
8683,SIRA
8684,SIRA
8685,SIRA
8686,SIRA
8687,SIRA
8688,SIRA
8689,SIRA
8690,SIRA
8691,SIRA
8692,SIRA
8693,SIRA
8694,SIRA
8695,SIRA
8696,SIRA
8697,SIRA
8698,SIRA
8699,SIRA
8700,SIRA
8701,SIRA
8702,SIRA
8703,SIRA
8704,SIRA
8705,SIRA
8706,SIRA
8707,SIRA
8708,SIRA
8709,SIRA
8710,SIRA
8711,SIRA
8712,SIRA
8713,SIRA
8714,SIRA
8715,SIRA
8716,SIRA
8717,SIRA
8718,SIRA
8719,SIRA
8720,SIRA
8721,SIRA
8722,SIRA
8723,SIRA
8724,SIRA
8725,SIRA
8726,SIRA
8727,SIRA
8728,SIRA
8729,SIRA
8730,SIRA
8731,SIRA
8732,SIRA
8733,SIRA
8734,SIRA
8735,SIRA
8736,SIRA
8737,SIRA
8738,SIRA
8739,SIRA
8740,SIRA
8741,SIRA
8742,SIRA
8743,SIRA
8744,SIRA
8745,SIRA
8746,SIRA
8747,SIRA
8748,SIRA
8749,SIRA
8750,SIRA
8751,SIRA
8752,SIRA
8753,SIRA
8754,SIRA
8755,SIRA
8756,SIRA
8757,SIRA
8758,SIRA
8759,SIRA
8760,SIRA
8761,SIRA
8762,SIRA
8763,SIRA
8764,SIRA
8765,SIRA
8766,SIRA
8767,SIRA
8768,SIRA
8769,SIRA
8770,SIRA
8771,SIRA
8772,SIRA
8773,SIRA
8774,SIRA
8775,SIRA
8776,SIRA
8777,SIRA
8778,SIRA
8779,SIRA
8780,SIRA
8781,SIRA
8782,SIRA
8783,SIRA
8784,SIRA
8785,SIRA
8786,SIRA
8787,SIRA
8788,SIRA
8789,SIRA
8790,SIRA
8791,SIRA
8792,SIRA
8793,SIRA
8794,SIRA
8795,SIRA
8796,SIRA
8797,SIRA
8798,SIRA
8799,SIRA
8800,SIRA
8801,SIRA
8802,SIRA
8803,SIRA
8804,SIRA
8805,SIRA
8806,SIRA
8807,SIRA
8808,SIRA
8809,SIRA
8810,SIRA
8811,SIRA
8812,SIRA
8813,SIRA
8814,SIRA
8815,SIRA
8816,SIRA
8817,SIRA
8818,SIRA
8819,SIRA
8820,SIRA
8821,SIRA
8822,SIRA
8823,SIRA
8824,SIRA
8825,SIRA
8826,SIRA
8827,SIRA
8828,SIRA
8829,SIRA
8830,SIRA
8831,SIRA
8832,SIRA
8833,SIRA
8834,SIRA
8835,SIRA
8836,SIRA
8837,SIRA
8838,SIRA
8839,SIRA
8840,SIRA
8841,SIRA
8842,SIRA
8843,SIRA
8844,SIRA
8845,SIRA
8846,SIRA
8847,SIRA
8848,SIRA
8849,SIRA
8850,SIRA
8851,SIRA
8852,SIRA
8853,SIRA
8854,SIRA
8855,SIRA
8856,SIRA
8857,SIRA
8858,SIRA
8859,SIRA
8860,SIRA
8861,SIRA
8862,SIRA
8863,SIRA
8864,SIRA
8865,SIRA
8866,SIRA
8867,SIRA
8868,SIRA
8869,SIRA
8870,SIRA
8871,SIRA
8872,SIRA
8873,SIRA
8874,SIRA
8875,SIRA
8876,SIRA
8877,SIRA
8878,SIRA
8879,SIRA
8880,SIRA
8881,SIRA
8882,SIRA
8883,SIRA
8884,SIRA
8885,SIRA
8886,SIRA
8887,SIRA
8888,SIRA
8889,SIRA
8890,SIRA
8891,SIRA
8892,SIRA
8893,SIRA
8894,SIRA
8895,SIRA
8896,SIRA
8897,SIRA
8898,SIRA
8899,SIRA
8900,SIRA
8901,SIRA
8902,SIRA
8903,SIRA
8904,SIRA
8905,SIRA
8906,SIRA
8907,SIRA
8908,SIRA
8909,SIRA
8910,SIRA
8911,SIRA
8912,SIRA
8913,SIRA
8914,SIRA
8915,SIRA
8916,SIRA
8917,SIRA
8918,SIRA
8919,SIRA
8920,SIRA
8921,SIRA
8922,SIRA
8923,SIRA
8924,SIRA
8925,SIRA
8926,SIRA
8927,SIRA
8928,SIRA
8929,SIRA
8930,SIRA
8931,SIRA
8932,SIRA
8933,SIRA
8934,SIRA
8935,SIRA
8936,SIRA
8937,SIRA
8938,SIRA
8939,SIRA
8940,SIRA
8941,SIRA
8942,SIRA
8943,SIRA
8944,SIRA
8945,SIRA
8946,SIRA
8947,SIRA
8948,SIRA
8949,SIRA
8950,SIRA
8951,SIRA
8952,SIRA
8953,SIRA
8954,SIRA
8955,SIRA
8956,SIRA
8957,SIRA
8958,SIRA
8959,SIRA
8960,SIRA
8961,SIRA
8962,SIRA
8963,SIRA
8964,SIRA
8965,SIRA
8966,SIRA
8967,SIRA
8968,SIRA
8969,SIRA
8970,SIRA
8971,SIRA
8972,SIRA
8973,SIRA
8974,SIRA
8975,SIRA
8976,SIRA
8977,SIRA
8978,SIRA
8979,SIRA
8980,SIRA
8981,SIRA
8982,SIRA
8983,SIRA
8984,SIRA
8985,SIRA
8986,SIRA
8987,SIRA
8988,SIRA
8989,SIRA
8990,SIRA
8991,SIRA
8992,SIRA
8993,SIRA
8994,SIRA
8995,SIRA
8996,SIRA
8997,SIRA
8998,SIRA
8999,SIRA
9000,SIRA
9001,SIRA
9002,SIRA
9003,SIRA
9004,SIRA
9005,SIRA
9006,SIRA
9007,SIRA
9008,SIRA
9009,SIRA
9010,SIRA
9011,SIRA
9012,SIRA
9013,SIRA
9014,SIRA
9015,SIRA
9016,SIRA
9017,SIRA
9018,SIRA
9019,SIRA
9020,SIRA
9021,SIRA
9022,SIRA
9023,SIRA
9024,SIRA
9025,SIRA
9026,SIRA
9027,SIRA
9028,SIRA
9029,SIRA
9030,SIRA
9031,SIRA
9032,SIRA
9033,SIRA
9034,SIRA
9035,SIRA
9036,SIRA
9037,SIRA
9038,SIRA
9039,SIRA
9040,SIRA
9041,SIRA
9042,SIRA
9043,SIRA
9044,SIRA
9045,SIRA
9046,SIRA
9047,SIRA
9048,SIRA
9049,SIRA
9050,SIRA
9051,SIRA
9052,SIRA
9053,SIRA
9054,SIRA
9055,SIRA
9056,SIRA
9057,SIRA
9058,SIRA
9059,SIRA
9060,SIRA
9061,SIRA
9062,SIRA
9063,SIRA
9064,SIRA
9065,SIRA
9066,SIRA
9067,SIRA
9068,SIRA
9069,SIRA
9070,SIRA
9071,SIRA
9072,SIRA
9073,SIRA
9074,SIRA
9075,SIRA
9076,SIRA
9077,SIRA
9078,SIRA
9079,SIRA
9080,SIRA
9081,SIRA
9082,SIRA
9083,SIRA
9084,SIRA
9085,SIRA
9086,SIRA
9087,SIRA
9088,SIRA
9089,SIRA
9090,SIRA
9091,SIRA
9092,SIRA
9093,SIRA
9094,SIRA
9095,SIRA
9096,SIRA
9097,SIRA
9098,SIRA
9099,SIRA
9100,SIRA
9101,SIRA
9102,SIRA
9103,SIRA
9104,SIRA
9105,SIRA
9106,SIRA
9107,SIRA
9108,SIRA
9109,SIRA
9110,SIRA
9111,SIRA
9112,SIRA
9113,SIRA
9114,SIRA
9115,SIRA
9116,SIRA
9117,SIRA
9118,SIRA
9119,SIRA
9120,SIRA
9121,SIRA
9122,SIRA
9123,SIRA
9124,SIRA
9125,SIRA
9126,SIRA
9127,SIRA
9128,SIRA
9129,SIRA
9130,SIRA
9131,SIRA
9132,SIRA
9133,SIRA
9134,SIRA
9135,SIRA
9136,SIRA
9137,SIRA
9138,SIRA
9139,SIRA
9140,SIRA
9141,SIRA
9142,SIRA
9143,SIRA
9144,SIRA
9145,SIRA
9146,SIRA
9147,SIRA
9148,SIRA
9149,SIRA
9150,SIRA
9151,SIRA
9152,SIRA
9153,SIRA
9154,SIRA
9155,SIRA
9156,SIRA
9157,SIRA
9158,SIRA
9159,SIRA
9160,SIRA
9161,SIRA
9162,SIRA
9163,SIRA
9164,SIRA
9165,SIRA
9166,SIRA
9167,SIRA
9168,SIRA
9169,SIRA
9170,SIRA
9171,SIRA
9172,SIRA
9173,SIRA
9174,SIRA
9175,SIRA
9176,SIRA
9177,SIRA
9178,SIRA
9179,SIRA
9180,SIRA
9181,SIRA
9182,SIRA
9183,SIRA
9184,SIRA
9185,SIRA
9186,SIRA
9187,SIRA
9188,SIRA
9189,SIRA
9190,SIRA
9191,SIRA
9192,SIRA
9193,SIRA
9194,SIRA
9195,SIRA
9196,SIRA
9197,SIRA
9198,SIRA
9199,SIRA
9200,SIRA
9201,SIRA
9202,SIRA
9203,SIRA
9204,SIRA
9205,SIRA
9206,SIRA
9207,SIRA
9208,SIRA
9209,SIRA
9210,SIRA
9211,SIRA
9212,SIRA
9213,SIRA
9214,SIRA
9215,SIRA
9216,SIRA
9217,SIRA
9218,SIRA
9219,SIRA
9220,SIRA
9221,SIRA
9222,SIRA
9223,SIRA
9224,SIRA
9225,SIRA
9226,SIRA
9227,SIRA
9228,SIRA
9229,SIRA
9230,SIRA
9231,SIRA
9232,SIRA
9233,SIRA
9234,SIRA
9235,SIRA
9236,SIRA
9237,SIRA
9238,SIRA
9239,SIRA
9240,SIRA
9241,SIRA
9242,SIRA
9243,SIRA
9244,SIRA
9245,SIRA
9246,SIRA
9247,SIRA
9248,SIRA
9249,SIRA
9250,SIRA
9251,SIRA
9252,SIRA
9253,SIRA
9254,SIRA
9255,SIRA
9256,SIRA
9257,SIRA
9258,SIRA
9259,SIRA
9260,SIRA
9261,SIRA
9262,SIRA
9263,SIRA
9264,SIRA
9265,SIRA
9266,SIRA
9267,SIRA
9268,SIRA
9269,SIRA
9270,SIRA
9271,SIRA
9272,SIRA
9273,SIRA
9274,SIRA
9275,SIRA
9276,SIRA
9277,SIRA
9278,SIRA
9279,SIRA
9280,SIRA
9281,SIRA
9282,SIRA
9283,SIRA
9284,SIRA
9285,SIRA
9286,SIRA
9287,SIRA
9288,SIRA
9289,SIRA
9290,SIRA
9291,SIRA
9292,SIRA
9293,SIRA
9294,SIRA
9295,SIRA
9296,SIRA
9297,SIRA
9298,SIRA
9299,SIRA
9300,SIRA
9301,SIRA
9302,SIRA
9303,SIRA
9304,SIRA
9305,SIRA
9306,SIRA
9307,SIRA
9308,SIRA
9309,SIRA
9310,SIRA
9311,SIRA
9312,SIRA
9313,SIRA
9314,SIRA
9315,SIRA
9316,SIRA
9317,SIRA
9318,SIRA
9319,SIRA
9320,SIRA
9321,SIRA
9322,SIRA
9323,SIRA
9324,SIRA
9325,SIRA
9326,SIRA
9327,SIRA
9328,SIRA
9329,SIRA
9330,SIRA
9331,SIRA
9332,SIRA
9333,SIRA
9334,SIRA
9335,SIRA
9336,SIRA
9337,SIRA
9338,SIRA
9339,SIRA
9340,SIRA
9341,SIRA
9342,SIRA
9343,SIRA
9344,SIRA
9345,SIRA
9346,SIRA
9347,SIRA
9348,SIRA
9349,SIRA
9350,SIRA
9351,SIRA
9352,SIRA
9353,SIRA
9354,SIRA
9355,SIRA
9356,SIRA
9357,SIRA
9358,SIRA
9359,SIRA
9360,SIRA
9361,SIRA
9362,SIRA
9363,SIRA
9364,SIRA
9365,SIRA
9366,SIRA
9367,SIRA
9368,SIRA
9369,SIRA
9370,SIRA
9371,SIRA
9372,SIRA
9373,SIRA
9374,SIRA
9375,SIRA
9376,SIRA
9377,SIRA
9378,SIRA
9379,SIRA
9380,SIRA
9381,SIRA
9382,SIRA
9383,SIRA
9384,SIRA
9385,SIRA
9386,SIRA
9387,SIRA
9388,SIRA
9389,SIRA
9390,SIRA
9391,SIRA
9392,SIRA
9393,SIRA
9394,SIRA
9395,SIRA
9396,SIRA
9397,SIRA
9398,SIRA
9399,SIRA
9400,SIRA
9401,SIRA
9402,SIRA
9403,SIRA
9404,SIRA
9405,SIRA
9406,SIRA
9407,SIRA
9408,SIRA
9409,SIRA
9410,SIRA
9411,SIRA
9412,SIRA
9413,SIRA
9414,SIRA
9415,SIRA
9416,SIRA
9417,SIRA
9418,SIRA
9419,SIRA
9420,SIRA
9421,SIRA
9422,SIRA
9423,SIRA
9424,SIRA
9425,SIRA
9426,SIRA
9427,SIRA
9428,SIRA
9429,SIRA
9430,SIRA
9431,SIRA
9432,SIRA
9433,SIRA
9434,SIRA
9435,SIRA
9436,SIRA
9437,SIRA
9438,SIRA
9439,SIRA
9440,SIRA
9441,SIRA
9442,SIRA
9443,SIRA
9444,SIRA
9445,SIRA
9446,SIRA
9447,SIRA
9448,SIRA
9449,SIRA
9450,SIRA
9451,SIRA
9452,SIRA
9453,SIRA
9454,SIRA
9455,SIRA
9456,SIRA
9457,SIRA
9458,SIRA
9459,SIRA
9460,SIRA
9461,SIRA
9462,SIRA
9463,SIRA
9464,SIRA
9465,SIRA
9466,SIRA
9467,SIRA
9468,SIRA
9469,SIRA
9470,SIRA
9471,SIRA
9472,SIRA
9473,SIRA
9474,SIRA
9475,SIRA
9476,SIRA
9477,SIRA
9478,SIRA
9479,SIRA
9480,SIRA
9481,SIRA
9482,SIRA
9483,SIRA
9484,SIRA
9485,SIRA
9486,SIRA
9487,SIRA
9488,SIRA
9489,SIRA
9490,SIRA
9491,SIRA
9492,SIRA
9493,SIRA
9494,SIRA
9495,SIRA
9496,SIRA
9497,SIRA
9498,SIRA
9499,SIRA
9500,SIRA
9501,SIRA
9502,SIRA
9503,SIRA
9504,SIRA
9505,SIRA
9506,SIRA
9507,SIRA
9508,SIRA
9509,SIRA
9510,SIRA
9511,SIRA
9512,SIRA
9513,SIRA
9514,SIRA
9515,SIRA
9516,SIRA
9517,SIRA
9518,SIRA
9519,SIRA
9520,SIRA
9521,SIRA
9522,SIRA
9523,SIRA
9524,SIRA
9525,SIRA
9526,SIRA
9527,SIRA
9528,SIRA
9529,SIRA
9530,SIRA
9531,SIRA
9532,SIRA
9533,SIRA
9534,SIRA
9535,SIRA
9536,SIRA
9537,SIRA
9538,SIRA
9539,SIRA
9540,SIRA
9541,SIRA
9542,SIRA
9543,SIRA
9544,SIRA
9545,SIRA
9546,SIRA
9547,SIRA
9548,SIRA
9549,SIRA
9550,SIRA
9551,SIRA
9552,SIRA
9553,SIRA
9554,SIRA
9555,SIRA
9556,SIRA
9557,SIRA
9558,SIRA
9559,SIRA
9560,SIRA
9561,SIRA
9562,SIRA
9563,SIRA
9564,SIRA
9565,SIRA
9566,SIRA
9567,SIRA
9568,SIRA
9569,SIRA
9570,SIRA
9571,SIRA
9572,SIRA
9573,SIRA
9574,SIRA
9575,SIRA
9576,SIRA
9577,SIRA
9578,SIRA
9579,SIRA
9580,SIRA
9581,SIRA
9582,SIRA
9583,SIRA
9584,SIRA
9585,SIRA
9586,SIRA
9587,SIRA
9588,SIRA
9589,SIRA
9590,SIRA
9591,SIRA
9592,SIRA
9593,SIRA
9594,SIRA
9595,SIRA
9596,SIRA
9597,SIRA
9598,SIRA
9599,SIRA
9600,SIRA
9601,SIRA
9602,SIRA
9603,SIRA
9604,SIRA
9605,SIRA
9606,SIRA
9607,SIRA
9608,SIRA
9609,SIRA
9610,SIRA
9611,SIRA
9612,SIRA
9613,SIRA
9614,SIRA
9615,SIRA
9616,SIRA
9617,SIRA
9618,SIRA
9619,SIRA
9620,SIRA
9621,SIRA
9622,SIRA
9623,SIRA
9624,SIRA
9625,SIRA
9626,SIRA
9627,SIRA
9628,SIRA
9629,SIRA
9630,SIRA
9631,SIRA
9632,SIRA
9633,SIRA
9634,SIRA
9635,SIRA
9636,SIRA
9637,SIRA
9638,SIRA
9639,SIRA
9640,SIRA
9641,SIRA
9642,SIRA
9643,SIRA
9644,SIRA
9645,SIRA
9646,SIRA
9647,SIRA
9648,SIRA
9649,SIRA
9650,SIRA
9651,SIRA
9652,SIRA
9653,SIRA
9654,SIRA
9655,SIRA
9656,SIRA
9657,SIRA
9658,SIRA
9659,SIRA
9660,SIRA
9661,SIRA
9662,SIRA
9663,SIRA
9664,SIRA
9665,SIRA
9666,SIRA
9667,SIRA
9668,SIRA
9669,SIRA
9670,SIRA
9671,SIRA
9672,SIRA
9673,SIRA
9674,SIRA
9675,SIRA
9676,SIRA
9677,SIRA
9678,SIRA
9679,SIRA
9680,SIRA
9681,SIRA
9682,SIRA
9683,SIRA
9684,SIRA
9685,SIRA
9686,SIRA
9687,SIRA
9688,SIRA
9689,SIRA
9690,SIRA
9691,SIRA
9692,SIRA
9693,SIRA
9694,SIRA
9695,SIRA
9696,SIRA
9697,SIRA
9698,SIRA
9699,SIRA
9700,SIRA
9701,SIRA
9702,SIRA
9703,SIRA
9704,SIRA
9705,SIRA
9706,SIRA
9707,SIRA
9708,SIRA
9709,SIRA
9710,SIRA
9711,SIRA
9712,SIRA
9713,SIRA
9714,SIRA
9715,SIRA
9716,SIRA
9717,SIRA
9718,SIRA
9719,SIRA
9720,SIRA
9721,SIRA
9722,SIRA
9723,SIRA
9724,SIRA
9725,SIRA
9726,SIRA
9727,SIRA
9728,SIRA
9729,SIRA
9730,SIRA
9731,SIRA
9732,SIRA
9733,SIRA
9734,SIRA
9735,SIRA
9736,SIRA
9737,SIRA
9738,SIRA
9739,SIRA
9740,SIRA
9741,SIRA
9742,SIRA
9743,SIRA
9744,SIRA
9745,SIRA
9746,SIRA
9747,SIRA
9748,SIRA
9749,SIRA
9750,SIRA
9751,SIRA
9752,SIRA
9753,SIRA
9754,SIRA
9755,SIRA
9756,SIRA
9757,SIRA
9758,SIRA
9759,SIRA
9760,SIRA
9761,SIRA
9762,SIRA
9763,SIRA
9764,SIRA
9765,SIRA
9766,SIRA
9767,SIRA
9768,SIRA
9769,SIRA
9770,SIRA
9771,SIRA
9772,SIRA
9773,SIRA
9774,SIRA
9775,SIRA
9776,SIRA
9777,SIRA
9778,SIRA
9779,SIRA
9780,SIRA
9781,SIRA
9782,SIRA
9783,SIRA
9784,SIRA
9785,SIRA
9786,SIRA
9787,SIRA
9788,SIRA
9789,SIRA
9790,SIRA
9791,SIRA
9792,SIRA
9793,SIRA
9794,SIRA
9795,SIRA
9796,SIRA
9797,SIRA
9798,SIRA
9799,SIRA
9800,SIRA
9801,SIRA
9802,SIRA
9803,SIRA
9804,SIRA
9805,SIRA
9806,SIRA
9807,SIRA
9808,SIRA
9809,SIRA
9810,SIRA
9811,SIRA
9812,SIRA
9813,SIRA
9814,SIRA
9815,SIRA
9816,SIRA
9817,SIRA
9818,SIRA
9819,SIRA
9820,SIRA
9821,SIRA
9822,SIRA
9823,SIRA
9824,SIRA
9825,SIRA
9826,SIRA
9827,SIRA
9828,SIRA
9829,SIRA
9830,SIRA
9831,SIRA
9832,SIRA
9833,SIRA
9834,SIRA
9835,SIRA
9836,SIRA
9837,SIRA
9838,SIRA
9839,SIRA
9840,SIRA
9841,SIRA
9842,SIRA
9843,SIRA
9844,SIRA
9845,SIRA
9846,SIRA
9847,SIRA
9848,SIRA
9849,SIRA
9850,SIRA
9851,SIRA
9852,SIRA
9853,SIRA
9854,SIRA
9855,SIRA
9856,SIRA
9857,SIRA
9858,SIRA
9859,SIRA
9860,SIRA
9861,SIRA
9862,SIRA
9863,SIRA
9864,SIRA
9865,SIRA
9866,SIRA
9867,SIRA
9868,SIRA
9869,SIRA
9870,SIRA
9871,SIRA
9872,SIRA
9873,SIRA
9874,SIRA
9875,SIRA
9876,SIRA
9877,SIRA
9878,SIRA
9879,SIRA
9880,SIRA
9881,SIRA
9882,SIRA
9883,SIRA
9884,SIRA
9885,SIRA
9886,SIRA
9887,SIRA
9888,SIRA
9889,SIRA
9890,SIRA
9891,SIRA
9892,SIRA
9893,SIRA
9894,SIRA
9895,SIRA
9896,SIRA
9897,SIRA
9898,SIRA
9899,SIRA
9900,SIRA
9901,SIRA
9902,SIRA
9903,SIRA
9904,SIRA
9905,SIRA
9906,SIRA
9907,SIRA
9908,SIRA
9909,SIRA
9910,SIRA
9911,SIRA
9912,SIRA
9913,SIRA
9914,SIRA
9915,SIRA
9916,SIRA
9917,SIRA
9918,SIRA
9919,SIRA
9920,SIRA
9921,SIRA
9922,SIRA
9923,SIRA
9924,SIRA
9925,SIRA
9926,SIRA
9927,SIRA
9928,SIRA
9929,SIRA
9930,SIRA
9931,SIRA
9932,SIRA
9933,SIRA
9934,SIRA
9935,SIRA
9936,SIRA
9937,SIRA
9938,SIRA
9939,SIRA
9940,SIRA
9941,SIRA
9942,SIRA
9943,SIRA
9944,SIRA
9945,SIRA
9946,SIRA
9947,SIRA
9948,SIRA
9949,SIRA
9950,SIRA
9951,SIRA
9952,SIRA
9953,SIRA
9954,SIRA
9955,SIRA
